Id	HGNC_symbol	Status	HGNC_ID	HGNC_name	GeneID	UniProt_AC	UniProt_ID	Domain	MGI_symbol	MGI_ID	UniProt_AC_Mm	UniProt_ID_Mm	GeneTag	GeneDesc	Function	Modification	PMID_function	Complex_name	Target	Specific_target	Product	UniProt_ID_target	PMID_target	Comment
589	SSRP1	#	11327	structure specific recognition protein 1	6749	Q08945	SSRP1_HUMAN	"HMG_box PF00505 547-615, Pfam-B_9245 PB009245 1-73, Rtt106 PF08512 338-428, SSrecog PF03531 74-285"	Ssrp1	107912	Q08943	SSRP1_MOUSE	#	#	Chromatin remodelling	#	12934006	FACT	histone	"H3, H4"	#	#	12934006	"Both FACT and Spt16 can bind to nucleosomes and H2A-H2B dimers, whereas SSRP1 can only bind to H3-H4 tetramers but not to intact nucleosomes. Possibly, upon FACT binding to the nucleosome in the transcribed region, Spt16 facilitates the H2A-H2B displacement, which promotes the interaction between SSRP1 and the ?€?altered?€? nucleosome."
590	STK4	#	11408	serine/threonine kinase 4	6789	Q13043	STK4_HUMAN	"Mst1_SARAH PF11629 432-480, Pfam-B_12195 PB012195 341-431, Pkinase PF00069 30-281"	Stk4	1929004	Q9JI11	STK4_MOUSE	#	#	Histone modification write	Histone phosphorylation	12757711	#	histone	H2AS14	H2BS14ph	#	12757711	"Mst1 =STK4 can phosphorylate H2B at S14 in vitro and in vivo, and the onset of H2B S14 phosphorylation is dependent upon cleavage of Mst1 by caspase-3."
591	SUDS3	#	29545	suppressor of defective silencing 3 homolog (S. cerevisiae)	64426	Q9H7L9	SDS3_HUMAN	Sds3 PF08598 53-223	Suds3	1919204	Q8BR65	SDS3_MOUSE	#	#	Histone modification erase cofactor	Histone acetylation	21239494	mSin3A	histone	#	#	#	21239494	"SDS3 is a key component of the histone deacetylase (HDAC)-dependent Sin3A co-repressor complex, serving to maintain its HDAC activity."
592	SUPT16H	#	11465	suppressor of Ty 16 homolog (S. cerevisiae)	11198	Q9Y5B9	SP16H_HUMAN	"FACT-Spt16_Nlob PF14826 5-168, Peptidase_M24 PF00557 181-411, Pfam-B_18241 PB018241 958-1024, Rtt106 PF08512 806-896, SPT16 PF08644 529-689"	Supt16	1890948	Q920B9	SP16H_MOUSE	#	#	Histone modification read	#	12934006	"WINAC, FACT"	histone	"H2A, H2B"	#	#	12934006	"Both FACT and Spt16=SUPT16H can bind to nucleosomes and H2A-H2B dimers, whereas SSRP1 can only bind to H3-H4 tetramers but not to intact nucleosomes. Possibly, upon FACT binding to the nucleosome in the transcribed region, Spt16 facilitates the H2A-H2B displacement, which promotes the interaction between SSRP1 and the ?€?altered?€? nucleosome."
593	SUPT3H	#	11466	suppressor of Ty 3 homolog (S. cerevisiae)	8464	O75486	SUPT3_HUMAN	TFIID-18kDa PF02269 106-198	#	#	#	#	#	#	Histone modification write cofactor	Histone acetylation	11564863	"PCAF, SAGA, STAGA"	histone	#	#	#	11564863	"GCN5 is a histone acetyltransferase (HAT) originally identified in Saccharomyces cerevisiae and required for transcription of specific genes within chromatin as part of the SAGA (SPT-ADA-GCN5 acetylase) coactivator complex. Mammalian cells have two distinct GCN5 homologs (PCAF and GCN5L) that have been found in three different SAGA-like complexes (PCAF complex, TFTC [TATA-binding-protein-free TAFII-containing complex], and STAGA [SPT3-TAFII31-GCN5L acetylase])."
594	SUPT6H	New	11470	suppressor of Ty 6 homolog (S. cerevisiae)	6830	Q7KZ85	SPT6H_HUMAN	"DLD PF14878 1050-1160, HHH_7 PF14635 935-1038, HTH_44 PF14641 300-437, Pfam-B_17741 PB017741 172-225, Pfam-B_27919 PB027919 129-149, S1 PF00575 1226-1282, SH2_2 PF14633 1295-1515, SPT6_acidic PF14632 35-128, YqgF PF14639 775-931"	Supt6	107726	Q62383	SPT6H_MOUSE	SH2D	SH2 domain containing	Histone modification erase cofactor	Histone methylation	23503590	#	histone	#	#	#	#	Coordinates H3K27 demethylation.
595	SUPT7L	#	30632	suppressor of Ty 7 (S. cerevisiae)-like	9913	O94864	ST65G_HUMAN	"Bromo_TP PF07524 151-230, Pfam-B_18361 PB018361 301-379, Pfam-B_18885 PB018885 1-69"	Supt7l	1919445	Q9CZV5	ST65G_MOUSE	#	#	Histone chaperone	#	11564863	"TFTC-HAT, STAGA"	histone	#	#	#	11564863	"STAGA contains homologs of most yeast SAGA components, including two novel human proteins with histone-like folds and sequence relationships to yeast SPT7 and ADA1. STAGA preferentially acetylates histone H3 within nucleosomes."
596	SUV39H1	#	11479	suppressor of variegation 3-9 homolog 1 (Drosophila)	6839	O43463	SUV91_HUMAN	"Chromo PF00385 43-92, Pre-SET PF05033 135-235, SET PF00856 255-366"	Suv39h1	1099440	O54864	SUV91_MOUSE	KMT	Chromatin-modifying enzymes / K-methyltransferases	"Histone modification write, Histone modification write"	"Histone methylation, Histone phosphorylation"	10949293	eNoSc	histone	"H3S10, H3K9me1, H4"	H3K9me3	#	10949293	"In vivo, deregulated SUV39H1 or disrupted Suv39h activity modulate H3 serine 10 phosphorylation in native chromatin and induce aberrant mitotic divisions."
597	SUV39H2	#	17287	suppressor of variegation 3-9 homolog 2 (Drosophila)	79723	Q9H5I1	SUV92_HUMAN	"Chromo PF00385 47-96, Pre-SET PF05033 144-242, SET PF00856 262-373"	Suv39h2	1890396	Q9EQQ0	SUV92_MOUSE	KMT	Chromatin-modifying enzymes / K-methyltransferases	Histone modification write	Histone methylation	15107829	#	histone	H3K9me1	H3K9me3	#	15107829	"Suv39h proteins are histone methyltransferases that methylate histone H3 on lysine 9, resulting in transcriptional repression or silencing of target genes."
598	SUV420H1	#	24283	suppressor of variegation 4-20 homolog 1 (Drosophila)	51111	Q4FZB7	SV421_HUMAN	"Pfam-B_23340 PB023340 771-839, Pfam-B_24134 PB024134 711-769, Pfam-B_32221 PB032221 551-609, Pfam-B_49669 PB049669 841-883, SET PF00856 99-308"	Suv420h1	2444557	Q3U8K7	SV421_MOUSE	KMT	Chromatin-modifying enzymes / K-methyltransferases	Histone modification write	Histone methylation	#	#	histone	H4K20	H4K20me3	#	#	Histone methyltransferase that specifically trimethylates 'Lys-20' of histone H4. H4 'Lys-20' trimethylation represents a specific tag for epigenetic transcriptional repression. (Annotated by similarity.)
599	SUV420H2	#	28405	suppressor of variegation 4-20 homolog 2 (Drosophila)	84787	Q86Y97	SV422_HUMAN	"Pfam-B_18005 PB018005 261-379, Pfam-B_59617 PB059617 1-39, Pfam-B_6511 PB006511 381-460, SET PF00856 121-218"	Suv420h2	2385262	Q6Q783	SV422_MOUSE	KMT	Chromatin-modifying enzymes / K-methyltransferases	Histone modification write	Histone methylation	#	#	histone	H4K20	H4K20me3	#	#	Histone methyltransferase that specifically trimethylates 'Lys-20' of histone H4. H4 'Lys-20' trimethylation represents a specific tag for epigenetic transcriptional repression. (Annotated by similarity.)
600	SUZ12	#	17101	SUZ12 polycomb repressive complex 2 subunit	23512	Q15022	SUZ12_HUMAN	VEFS-Box PF09733 544-681	Suz12	1261758	Q80U70	SUZ12_MOUSE	ZNF	"Zinc fingers, C2H2-type"	"Histone modification write cofactor, Histone modification write cofactor, Polycomb group (PcG) protein, TF"	"Histone methylation, Histone ubiquitination, #, TF repressor"	15385962	PRC2	DNA	DNA motif	#	#	15385962	"SUZ12 is a recently identified Polycomb group (PcG) protein, which together with EZH2 and EED forms different Polycomb repressive complexes (PRC2/3)."
601	SYNCRIP	#	16918	"synaptotagmin binding, cytoplasmic RNA interacting protein"	10492	O60506	HNRPQ_HUMAN	RRM_1 PF00076 164-232 245-312 340-402	Syncrip	1891690	Q7TMK9	HNRPQ_MOUSE	RBM	RNA binding motif (RRM) containing	RNA modification	mRNA editing	"11134005, 11352648"	APOB_mRNA_editosome	RNA	mRNA	#	#	"11134005, 11352648"	"GRY-RBP =HNRPQ has been shown to bind to apobec-1, the catalytic component of apoB mRNA editosome, in vivo and in vitro."
602	TADA1	#	30631	transcriptional adaptor 1	117143	Q96BN2	TADA1_HUMAN	SAGA-Tad1 PF12767 3-195	Tada1	1196415	Q99LM9	TADA1_MOUSE	#	#	Histone chaperone	#	11564863	STAGA	histone	H2A	#	#	11564863	"Within STAGA are two novel histone fold-containing protein subunits: STAF65??, which is encoded by the KIAA0764 gene of previously unknown function, and STAF42=TADA1, a novel histone H2A-like protein."
603	TADA2A	#	11531	transcriptional adaptor 2A	6871	O75478	TAD2A_HUMAN	"Myb_DNA-binding PF00249 72-118, SWIRM PF04433 362-442"	Tada2a	2144471	Q8CHV6	TAD2A_MOUSE	#	#	"Histone modification read, TF"	"#, TF activator"	19103755	"PCAF, ATAC"	histone	H3	#	#	19103755	"The SANT domain of c-Myb has been shown to bind histone H3 tails and position them for acetylation. The SANT domains in ADA2a=TADA2A and ZZZ3/ATAC1 might enable the complex to associate with nucleosome tails in order to potentiate the catalytic activities of GCN5 and ATAC2, similar to what has been shown for the SANT domains in yeast Ada2 and Swi3."
604	TADA2B	#	30781	transcriptional adaptor 2B	93624	Q86TJ2	TAD2B_HUMAN	"Myb_DNA-binding PF00249 67-113, ZZ PF00569 6-47"	Tada2b	3035274	#	#	#	#	Histone modification write cofactor	Histone acetylation	17694077	TFTC-HAT	histone	#	#	#	17694077	ADA2b =TADA2B is present in human STAGA/TFTC-type complexes.
605	TADA3	#	19422	transcriptional adaptor 3	10474	O75528	TADA3_HUMAN	Ada3 PF10198 308-432	Tada3	1915724	Q8R0L9	TADA3_MOUSE	#	#	Histone modification write cofactor	Histone acetylation	11773077	"PCAF, TFTC-HAT, ATAC, STAGA"	histone	#	#	#	11773077	Ada2 potentiates the Gcn5 catalytic activity and Ada3 =TADA3 facilitates nucleosomal acetylation and an expanded lysine specificity.
606	TAF1	#	11535	"TAF1 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 250kDa"	6872	P21675	TAF1_HUMAN	"Bromodomain PF00439 1389-1472 1509-1595, DUF3591 PF12157 565-1028, Pfam-B_10720 PB010720 311-366, TBP-binding PF09247 22-87, zf-CCHC_6 PF15288 1261-1300"	Taf1	1336878	Q80UV9	TAF1_MOUSE	KAT	Chromatin-modifying enzymes / K-acetyltransferases	Histone modification write	Histone acetylation	11295558	"CHD8, MLL2/3, MLL4/WBP7"	histone	"H3, H4"	"H3ac, H4ac"	#	11295558	TAFII250 has histone acetyltransferase (HAT) activity and can acetylate the tails of the core histones H3 and H4 in vitro. Both the N- and C-terminal kinase domains of TAFII250 are required for efficient transphosphorylation of RAP74 on serine residues. This suggests that the targeted phosphorylation of RAP74 by TAFII250 may provide a mechanism for signaling between components within the initiation complex to regulate transcription.
607	TAF10	#	11543	"TAF10 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 30kDa"	6881	Q12962	TAF10_HUMAN	TFIID_30kDa PF03540 128-178	Taf10	1346320	Q8K0H5	TAF10_MOUSE	#	#	"Histone chaperone, Histone modification write"	"#, Histone acetylation"	15099517	"PCAF, TFTC-HAT, SAGA, STAGA"	histone	"H3, H4"	#	#	15099517	SET9 can monomethylate the TBP-associated factor TAF10 at a single lysine residue located at the loop 2 region within the putative histone-fold domain of the protein.
608	TAF12	#	11545	"TAF12 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 20kDa"	6883	Q16514	TAF12_HUMAN	"Pfam-B_25018 PB025018 1-58, TFIID_20kDa PF03847 59-126"	Taf12	1913714	Q8VE65	TAF12_MOUSE	#	#	"Histone chaperone, Histone modification write"	"#, Histone acetylation"	10594036	"PCAF, STAGA"	histone	#	#	#	10594036	Heterodimerization requires the alpha2 and alpha3 helices of the hTAF(II)20 histone fold and is abolished by mutations in the hydrophobic face of the hTAF(II)20 alpha2 helix. Interaction with hTAF(II)20 requires a domain of hTAF(II)135 which shows sequence homology to H2A.
609	TAF1L	#	18056	"TAF1 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 210kDa-like"	138474	Q8IZX4	TAF1L_HUMAN	"Bromodomain PF00439 1408-1491 1528-1614, DUF3591 PF12157 584-1047, Pfam-B_10720 PB010720 330-385, TBP-binding PF09247 21-86, zf-CCHC_6 PF15288 1280-1319"	#	#	#	#	#	#	Histone modification read	#	22464331	#	histone	"H1.4ac, H2Aac, H2Bac, H3ac, H4ac"	#	#	22464331	"Interacts (via bromo domains) with acetylated lysine residues on the N-terminus of histone H1.4, H2A, H2B, H3 and H4 (in vitro)."
610	TAF2	#	11536	"TAF2 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 150kDa"	6873	Q6P1X5	TAF2_HUMAN	"Peptidase_M1 PF01433 21-406, Pfam-B_2101 PB002101 661-979, Pfam-B_21717 PB021717 1111-1159, Pfam-B_6210 PB006210 1161-1197, Pfam-B_8840 PB008840 981-1109"	Taf2	2443028	Q8C176	TAF2_MOUSE	#	#	TF	#	#	TFTC-HAT	DNA	DNA motif	#	#	#	Added because it is a complex partner
611	TAF3	#	17303	"TAF3 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 140kDa"	83860	Q5VWG9	TAF3_HUMAN	"Bromo_TP PF07524 3-79, PHD PF00628 867-915"	Taf3	2388097	Q5HZG4	TAF3_MOUSE	PHF	"Zinc fingers, PHD-type"	Histone modification read	#	21423274	#	histone	H3K4me	#	#	21423274	Table 1 in the reference.
612	TAF4	#	11537	"TAF4 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 135kDa"	6874	O00268	TAF4_HUMAN	"Pfam-B_41790 PB041790 141-219, Pfam-B_7817 PB007817 411-499, Pfam-B_906 PB000906 1-139, TAF4 PF05236 834-1084, TAFH PF07531 590-688"	#	#	#	#	#	#	Histone chaperone	#	10594036	"TFTC-HAT, CHD8, MLL2/3, MLL4/WBP7"	histone	#	#	#	10594036	The histone fold region of hTAFII135 is required for coactivator activity in mammalian cells.
613	TAF5	#	11539	"TAF5 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 100kDa"	6877	Q15542	TAF5_HUMAN	"Pfam-B_22190 PB022190 61-159, Pfam-B_34937 PB034937 1-59, TFIID_90kDa PF04494 199-338, WD40 PF00400 461-498 533-571 575-613 617-655 659-697 701-739"	Taf5	2442144	Q8C092	TAF5_MOUSE	WDR	WD repeat domain containing	Histone modification write cofactor	Histone acetylation	10373431	TFTC-HAT	histone	#	#	#	10373431	"TFTC, similar to other TBP-free TAFII complexes (yeast SAGA, hSTAGA, and hPCAF) contains the acetyltransferase hGCN5 and is able to acetylate histones in both a free and a nucleosomal context. A monoclonal antibody raised against hTAFII100 recognized hTAFII100=TAF5 not only in TFTC, but detected also a weak band in the PCAF complex."
614	TAF5L	#	17304	"TAF5-like RNA polymerase II, p300/CBP-associated factor (PCAF)-associated factor, 65kDa"	27097	O75529	TAF5L_HUMAN	"TFIID_90kDa PF04494 55-196, WD40 PF00400 259-296 332-370 375-412 416-454 458-496 500-538"	Taf5l	1919039	Q91WQ5	TAF5L_MOUSE	WDR	WD repeat domain containing	Histone modification write cofactor	Histone acetylation	10373431	"PCAF, TFTC-HAT, STAGA"	histone	#	#	#	10373431	"The PCAF complex contains hPAF65??=TAF5L, a WD40 repeat-containing factor having similarity to Htafii100(row=423) (5). Antibodies raised against hPAF65?? revealed a band around 65 kDa in both the PCAF and the TFTC complexes."
615	TAF6	#	11540	"TAF6 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 80kDa"	6878	P49848	TAF6_HUMAN	"DUF1546 PF07571 308-399, Pfam-B_25920 PB025920 618-675, TAF PF02969 11-76"	Taf6	109129	Q62311	TAF6_MOUSE	#	#	Histone chaperone	#	9611234	"TFTC-HAT, CHD8, MLL2/3, MLL4/WBP7"	DNA	#	#	#	9611234	"The N-CoR/Sin3/HDAc complexes have a key role in the regulation of cellular proliferation and differentiation. N-CoR interacts directly with each of the basal factors, TFIIB and TAFII70 (=TAF6)."
616	TAF6L	#	17305	"TAF6-like RNA polymerase II, p300/CBP-associated factor (PCAF)-associated factor, 65kDa"	10629	Q9Y6J9	TAF6L_HUMAN	"DUF1546 PF07571 242-333, Pfam-B_32143 PB032143 200-239, Pfam-B_32396 PB032396 161-199, TAF PF02969 9-73"	Taf6l	2444957	Q8R2K4	TAF6L_MOUSE	#	#	Histone chaperone	#	12601814	"PCAF, TFTC-HAT, STAGA"	histone	#	#	#	12601814	"Human PAF65-alpha shows a strong sequence homology to TAFII80 and also contains a putative HFD. Thus, PAF65-alpha may also interact with TAFII32 in the TFTC complex."
617	TAF7	#	11541	"TAF7 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 55kDa"	6879	Q15545	TAF7_HUMAN	TAFII55_N PF04658 12-178	Taf7	1346348	Q9R1C0	TAF7_MOUSE	#	#	"Histone modification write cofactor, Histone modification write cofactor"	"Histone methylation, Histone acetylation"	22711989	"CHD8, MLL2/3, MLL4/WBP7"	histone	#	#	#	22711989	"The largest transcription factor IID (TFIID) subunit, TBP-associated factor 1 (TAF1), possesses protein kinase and histone acetyltransferase (HAT) activities."
618	TAF8	#	17300	"TAF8 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 43kDa"	129685	Q7Z7C8	TAF8_HUMAN	"Bromo_TP PF07524 29-106, TAF8_C PF10406 144-194"	Taf8	1926879	Q9EQH4	TAF8_MOUSE	#	#	Histone chaperone	#	17375202	#	histone	#	#	#	17375202	"Present in a small TAF complex (SMAT), containing TAF8, TAF10 and SPT7L."
619	TAF9	#	11542	"TAF9 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 32kDa"	6880	Q16594	TAF9_HUMAN	TFIID-31kDa PF02291 2-130	Taf9	1888697	Q8VI33	TAF9_MOUSE	#	#	Histone chaperone	#	9674425	"PCAF, STAGA, CHD8, MLL2/3, MLL4/WBP7"	DNA	#	#	#	9674425	"Histone-like TAFs, including TAFII31 =TAF9, are found within the PCAF histone acetylase complex."
620	TAF9B	#	17306	"TAF9B RNA polymerase II, TATA box binding protein (TBP)-associated factor, 31kDa"	51616	Q9HBM6	TAF9B_HUMAN	TFIID-31kDa PF02291 2-130	Taf9b	3039562	Q6NZA9	TAF9B_MOUSE	#	#	Histone chaperone	#	15899866	TFTC-HAT	histone	#	#	#	15899866	TAF9b (formerly TAF9L) is a bona fide TAF that has unique and overlapping roles with TAF9.
621	TBL1XR1	New	29529	transducin (beta)-like 1 X-linked receptor 1	79718	Q9BZK7	TBL1R_HUMAN	"LisH PF08513 6-32, Pfam-B_2526 PB002526 471-510, WD40 PF00400 160-197 224-253 256-294 298-335 339-377 381-428 432-470"	Tbl1xr1	2441730	Q8BHJ5	TBL1R_MOUSE	WDR	WD repeat domain containing	#	#	15601853	#	histone	#	#	#	#	Targets Ncor repressive complex to deacethylated histones.
622	TDG	#	11700	thymine-DNA glycosylase	6996	Q13569	TDG_HUMAN	UDG PF03167 125-293	Tdg	108247	P56581	TDG_MOUSE	#	#	DNA modification	DNA hydroxymethylation	22962365	#	DNA	"G:U, G:T, G:hmU"	"C, 5mC, 5hmC"	#	22962365	The mammalian thymine DNA glycosylase (TDG) is implicated in active DNA demethylation via the base excision repair pathway.
623	TDRD3	#	20612	tudor domain containing 3	81550	Q9H7E2	TDRD3_HUMAN	"TUDOR PF00567 542-615, UBA PF00627 194-230"	Tdrd3	2444023	Q91W18	TDRD3_MOUSE	TDRD	Tudor domain containing	Histone modification read	#	21172665	#	histone	"H3R17me2a, H4R3me2a"	#	#	21172665	TDRD3 is an effector molecule for arginine-methylated histone marks.
624	TDRD7	#	30831	tudor domain containing 7	23424	Q8NHU6	TDRD7_HUMAN	"OST-HTH PF12872 5-73, Pfam-B_27056 PB027056 101-149, TUDOR PF00567 459-581 648-775 908-1026"	Tdrd7	2140279	Q8K1H1	TDRD7_MOUSE	TDRD	Tudor domain containing	Histone modification read	#	21423274	#	histone	H3K9	#	#	21423274	Table 1 in the reference.
625	TDRKH	#	11713	tudor and KH domain containing	11022	Q9Y2W6	TDRKH_HUMAN	"KH_1 PF00013 54-115 126-190, Pfam-B_19308 PB019308 201-301, TUDOR PF00567 302-423"	Tdrkh	1919884	Q80VL1	TDRKH_MOUSE	TDRD	Tudor domain containing	RNA modification	#	23714778	#	RNA	piRNA	#	#	23714778	"Piwi proteins and Piwi-interacting RNAs (piRNAs) repress transposition, regulate translation, and guide epigenetic programming in the germline. The evolutionarily conserved Tudor and KH domain-containing protein, Tdrkh (a.k.a. Tdrd2), is required for spermatogenesis and involved in piRNA biogenesis, the primary piRNA biogenesis pathway involves 3'???5' processing of 31-37?€?nt intermediates and that Tdrkh promotes this final step of piRNA biogenesis but not the ping-pong cycle."
626	TET1	#	29484	tet methylcytosine dioxygenase 1	80312	Q8NFU7	TET1_HUMAN	"Pfam-B_12165 PB012165 2056-2134, Pfam-B_35074 PB035074 1-139, Pfam-B_6123 PB006123 782-815, Tet_JBP PF12851 1580-2052, zf-CXXC PF02008 583-624"	Tet1	1098693	Q3URK3	TET1_MOUSE	#	#	DNA modification	DNA hydroxymethylation	23222540	#	DNA	mC	hmC	#	23222540	"Ten eleven translocation (TET) enzymes, including TET1, TET2 and TET3, convert 5-methylcytosine to 5-hydroxymethylcytosine and regulate gene transcription."
627	TET2	#	25941	tet methylcytosine dioxygenase 2	54790	Q6N021	TET2_HUMAN	"Pfam-B_32546 PB032546 930-1046, Pfam-B_34477 PB034477 1927-1975, Tet_JBP PF12851 1290-1905"	Tet2	2443298	Q4JK59	TET2_MOUSE	#	#	DNA modification	DNA hydroxymethylation	23222540	#	DNA	mC	hmC	#	23222540	"Ten eleven translocation (TET) enzymes, including TET1, TET2 and TET3, convert 5-methylcytosine to 5-hydroxymethylcytosine and regulate gene transcription. Downregulation of TET2 reduces the amount of histone 2B Ser?€?112 GlcNAc marks in vivo, which are associated with gene transcription regulation."
628	TET3	#	28313	tet methylcytosine dioxygenase 3	200424	O43151	TET3_HUMAN	"Pfam-B_188 PB000188 1613-1658, Pfam-B_19260 PB019260 1-109, Tet_JBP PF12851 850-1562"	Tet3	2446229	Q8BG87	TET3_MOUSE	#	#	DNA modification	DNA hydroxymethylation	23222540	#	DNA	mC	hmC	#	23222540	"Ten eleven translocation (TET) enzymes, including TET1, TET2 and TET3, convert 5-methylcytosine to 5-hydroxymethylcytosine and regulate gene transcription. There is a direct interaction of TET2 and TET3 with O-GlcNAc transferase (OGT)."
629	TEX10	#	25988	testis expressed 10	54881	Q9NXF1	TEX10_HUMAN	"Ipi1_N PF12333 130-235, Pfam-B_18291 PB018291 611-869"	Tex10	1344413	Q3URQ0	TEX10_MOUSE	#	#	"Histone modification write cofactor, Histone modification write cofactor"	"Histone methylation, Histone acetylation"	#	"CHD8, MLL2/3, MLL4/WBP7"	histone	#	#	#	22872859	-
630	TFDP1	New	11749	transcription factor Dp-1	7027	Q14186	TFDP1_HUMAN	"DP PF08781 200-344, E2F_TDP PF02319 111-193"	Tfdp1	101934	Q08639	TFDP1_MOUSE	#	#	Histone modification	#	"24217316, 22325352"	RING2-L3MBTL2	histone	#	#	#	"24217316, 22325352"	Part of a RING2 complex.
631	TFPT	#	13630	TCF3 (E2A) fusion partner (in childhood Leukemia)	29844	P0C1Z6	TFPT_HUMAN	"Pfam-B_10240 PB010240 10-162, Pfam-B_26015 PB026015 181-212"	Tfpt	1916964	Q3U1J1	TFPT_MOUSE	INO80	INO80 complex subunits	"Chromatin remodelling cofactor, DNA modification"	"#, DNA hydroxymethylation"	16230350	Ino80	chromatin	#	#	#	16230350	"Subunit Composition of the hINO80 Complex: These proteins included the ?€?Pim-1 kinase-associated protein-associated protein 1?€? (PAPA-1, GI 13775202), Amida (also known as TCF3 =TFPT)."
632	TLE1	#	11837	"transducin-like enhancer of split 1 (E(sp1) homolog, Drosophila)"	7088	Q04724	TLE1_HUMAN	"TLE_N PF03920 1-136, WD40 PF00400 477-511 523-558 565-602 606-644 689-726 736-767"	Tle1	104636	Q62440	TLE1_MOUSE	WDR	WD repeat domain containing	"Chromatin remodelling, Histone modification cofactor"	"#, #"	"9334241, 17041588"	#	histone	H3	#	#	"9334241, 17041588"	Native Groucho/TLE proteins interact specifically with histone H3 and not with other core histones.
633	TLE2	#	11838	transducin-like enhancer of split 2	7089	Q04725	TLE2_HUMAN	"TLE_N PF03920 1-132, WD40 PF00400 450-484 538-575 579-617 661-699 709-740"	Tle2	104635	Q9WVB2	TLE2_MOUSE	WDR	WD repeat domain containing	Histone modification cofactor	#	17041588	#	histone	H3	"H3K4, H3K9, H3K27me"	#	17041588	"CUL4-DDB1 complexes interact with multiple WD40-repeat proteins (WDRs) including TLE1-3, WDR5, L2DTL (also known as CDT2) and the Polycomb-group protein EED (also known as ESC). WDR5 and EED are core components of histone methylation complexes that are essential for histone H3 methylation and epigenetic control at K4 or K9 and K27, respectively."
634	TLE4	#	11840	transducin-like enhancer of split 4	7091	Q04727	TLE4_HUMAN	"TLE_N PF03920 8-141, WD40 PF00400 480-514 526-561 568-605 609-647 692-729 739-770"	Tle4	104633	Q62441	TLE4_MOUSE	WDR	WD repeat domain containing	"Histone modification erase cofactor, TF"	"#, #"	24190972	#	histone	"H3ac, H4ac"	#	#	24190972	"Tle4 is the transcriptional repressor responsible for the establishment of the epigenetic repressive marks at the Ifng locus that result in silencing of Ifng gene expression. Tle proteins have been shown to oligomerize, to associate with amino-terminal domains of histone-modifying proteins, and to form higher-order structures as parts of repressive complexes."
635	TLK1	#	11841	tousled-like kinase 1	9874	Q9UKI8	TLK1_HUMAN	"Pfam-B_2740 PB002740 1-109, Pfam-B_9699 PB009699 111-179, Pkinase PF00069 456-734"	Tlk1	2441683	Q8C0V0	TLK1_MOUSE	#	#	Histone modification write	Histone phosphorylation	11314006	#	histone	H3S10	H3S10ph	#	11314006	"Purified TLK1B phosphorylates histone H3 at S(10) with high specificity both in a mix of core histones and in isolated chromatin, suggesting that histone H3 is a physiological substrate for TLK1B."
636	TLK2	#	11842	tousled-like kinase 2	11011	Q86UE8	TLK2_HUMAN	"Pfam-B_24604 PB024604 91-129, Pfam-B_3701 PB003701 1-89, Pkinase PF00069 462-741"	Tlk2	1346023	O55047	TLK2_MOUSE	#	#	Histone modification write	Histone phosphorylation	12660173	#	chromatin	#	#	#	12660173	"There is a functional co-operation between ATM and Chk1 in propagation of a checkpoint response during S phase, suggesting that, through transient inhibition of Tlk kinases, the ATM-Chk1-Tlk pathway may regulate processes involved in chromatin assembly."
637	TNP1	#	11951	transition protein 1 (during histone to protamine replacement)	7141	P09430	STP1_HUMAN	TP1 PF02079 2-55	Tnp1	98784	P10856	STP1_MOUSE	#	#	Chromatin remodelling	#	12743712	#	chromatin	#	#	#	12743712	"Distinct roles  for  the  two major transition  nuclear proteins, TP1 = STP1  and TP2 = STP2, in  histone  displacement,  sperm  nuclear  shaping,  chromatin  condensation,  and  maintenance  of  DNA  integrity  have  been  proposed."
638	TNP2	#	11952	transition protein 2 (during histone to protamine replacement)	7142	Q05952	STP2_HUMAN	TP2 PF01254 1-138	Tnp2	98785	P11378	STP2_MOUSE	#	#	Chromatin remodelling	#	12743712	#	chromatin	#	#	#	12743712	"Distinct roles  for  the  two major transition  nuclear proteins, TP1 = STP1  and TP2 = STP2, in  histone  displacement,  sperm  nuclear  shaping,  chromatin  condensation,  and  maintenance  of  DNA  integrity  have  been  proposed."
639	TONSL	#	7801	"tonsoku-like, DNA repair protein"	4796	Q96HA7	TONSL_HUMAN	"Ank PF00023 528-560 561-591 597-629, LRR_6 PF13516 1097-1121, Pfam-B_27656 PB027656 642-670, Pfam-B_51992 PB051992 204-263, TPR_11 PF13414 350-422"	Tonsl	1919999	Q6NZL6	TONSL_MOUSE	ANKRD	Ankyrin repeat domain containing	Chromatin remodelling	#	21113133	#	histone	#	#	#	21113133	"Mms22L associates with Nfkbil2 =TONSL, which may function as a scaffolding unit to bridge chromatin to multiple protein complexes."
